COMPANY_ABBR_EN,STOCK_TYPE,LIST_BOARD,公司简称,A股代码,地区,DELIST_DATE,NUM,SEC_NAME_CN,AREA_NAME_DESC,FULL_NAME_IN_ENGLISH,SEC_NAME_FULL,STATE_CODE,B股代码,STATE_CODE_STOCK,LIST_DATE,CSRC_CODE,PRODUCT_STATUS,证监会行业,COMPANY_CODE,公司全称,A股上市日期,REG_PROVINCE,STATE_CODE_B_DESC,INVESTOR_PHONE,IS_VOTE_DIFF,STATUS_A,LEGAL_REPRESENTATIVE,SECURITY_ABBR_B_FULL,SEC_TYPE,PROFIT_FLAG,SMALL_CLASS_NAME,STATE_CODE_A_DESC,OTHER_CODE,CSRC_GREAT_CODE,OFFICE_ZIP,SECURITY_ABBR_A_CN,SECURITY_30_DESC,E_MAIL_ADDRESS,证监会大类行业,FOREIGN_LISTING_ADDRESS,FOREIGN_LISTING_DESC,CHANGEABLE_BOND_CODE,REG_CITY,B股上市日期,OTHER_ABBR,NAME,英文全称,REG_ADDRESS,SECURITY_ABBR_B_CN,CHANGEABLE_BOND_ABBR,OFFICE_ADDRESS,TOTAL_DOMESTIC_VOL,A_LIMIT_VOL,TRADE_DATE,B_VOL,SPECIAL_VOL,TOTAL_UNLIMIT_VOL,A_UNLIMIT_VOL,CDR_VOL,市场类型
BEIJING WINSUNNY PHARMACEUTICAL,1,1,福元医药,601089,北京市,-,788,福元医药,北京市,"BEIJING FOYOU PHARMA CO.,LTD",福元医药,2,-,4,20220630,C,   D  F  N          ,制造业,601089,北京福元医药股份有限公司,20220630,110000,-,010-59603941,N,   D  F  N          ,黄河                          ,-,主板A,Y,-,上市,-,27,101113,福元医药,-,ir@foyou.com.cn,医药制造业,-,-,-,110000,-,-,张莉瑾,"BEIJING FOYOU PHARMA CO.,LTD",北京市通州区通州工业开发区广源东街8号,-,-,北京市朝阳区建国路93号万达广场10号楼28层,48000.00,0.00,20250902,0.00,-,48000.00,48000.00,0.00,主板A股
HTG,1,1,宏盛华源,601096,山东省,-,789,宏盛华源,山东省,"HSINO TOWER GROUP CO., LTD.",宏盛华源铁塔集团,2,-,4,20231222,C,   D  F  NY         ,制造业,601096,宏盛华源铁塔集团股份有限公司,20231222,370000,-,0531-67790760,N,   D  F  NY         ,赵启                          ,-,主板A,Y,-,上市,-,33,-,宏盛华源,-,hstgdb@126.com,金属制品业,-,-,-,370100,-,-,仇恒观,"HSINO TOWER GROUP CO., LTD.",山东省济南市高新区孙村片区35号路以南2号路以西,-,-,山东省济南市高新区汉峪金谷5区5栋18楼,267515.51,103217.85,20250902,0.00,-,164297.65,164297.65,0.00,主板A股
CNS,1,1,中南传媒,601098,湖南省,-,790,中南传媒,湖南省,"China South Publishing & Media Group Co., Ltd",中南传媒,2,-,4,20101028,R,   D  F  N          ,文化、体育和娱乐业,601098,中南出版传媒集团股份有限公司,20101028,430000,-,（0731）85891098,N,   D  F  N          ,贺砾辉                        ,-,主板A,Y,-,上市,-,86,410005,中南传媒,否,zncmjt@zncmjt.com,新闻和出版业,-,否,-,430100,-,-,王清学,"China South Publishing & Media Group Co., Ltd",湖南省长沙市开福区文创路6号,-,-,湖南省长沙市开福区营盘东路38号,179600.00,0.00,20250902,0.00,-,179600.00,179600.00,0.00,主板A股
PACIFIC SECURITIES,1,1,太平洋,601099,云南省,-,791,太平洋,云南省,"THE PACIFIC SECURITIES CO.,LTD",太平洋,2,-,4,20071228,J,   D  F  N          ,金融业,601099,太平洋证券股份有限公司,20071228,530000,-,0871-68898121,N,   D  F  N          ,李长伟                        ,-,主板A,Y,-,上市,-,67,650224,太平洋,否,tpy@tpyzq.com,资本市场服务,-,否,-,530100,-,-,栾峦,"THE PACIFIC SECURITIES CO.,LTD",云南省昆明市北京路926号同德广场写字楼31楼,-,-,云南省昆明市北京路926号同德广场写字楼31楼,681631.64,0.00,20250902,0.00,-,681631.64,681631.64,0.00,主板A股
JSHL,1,1,恒立液压,601100,江苏省,-,792,恒立液压,江苏省,"JIANGSU HENGLI  HYDRAULIC  CO.,LTD",恒立液压,2,-,4,20111028,C,   D  F  N          ,制造业,601100,江苏恒立液压股份有限公司,20111028,320000,-,0519-86163673,N,   D  F  N          ,汪立平                        ,-,主板A,Y,-,上市,-,34,213167,恒立液压,是,wlp-hengli@wxhengli.com,通用设备制造业,-,否,-,320400,-,-,张小芳,"JIANGSU HENGLI  HYDRAULIC  CO.,LTD",江苏省常州市武进区高新技术产业开发区龙潜路99号,-,-,常州市武进高新区龙潜路99号,134082.10,0.00,20250902,0.00,-,134082.10,134082.10,0.00,主板A股
HAOHUA ENERGY,1,1,昊华能源,601101,北京市,-,793,昊华能源,北京市,"Beijing Haohua Energy Resource Co.,Ltd.",昊华能源,2,-,4,20100331,B,   D  F  N          ,采矿业,601101,北京昊华能源股份有限公司,20100331,110000,-,01069839412,N,   D  F  N          ,薛令光                        ,-,主板A,Y,-,上市,-,06,102300,昊华能源,否,bjhhnyzqb@163.com,煤炭开采和洗选业,-,否,-,110000,-,-,张明川,"Beijing Haohua Energy Resource Co.,Ltd.",北京市门头沟区新桥南大街2号,-,-,北京市门头沟区新桥南大街2号,143999.79,0.00,20250902,0.00,-,143999.79,143999.79,0.00,主板A股
CFHI,1,1,中国一重,601106,黑龙江省,-,794,中国一重,黑龙江省,China First Heavy Industries,中国一重,2,-,4,20100209,C,   D  F  N          ,制造业,601106,中国第一重型机械股份公司,20100209,230000,-,0452--6805591,N,   D  F  N          ,陆文俊                        ,-,主板A,Y,-,上市,-,35,161042,中国一重,否,zjlb@cfhi.com,专用设备制造业,-,否,-,230200,-,-,胡恩国,China First Heavy Industries,黑龙江省齐齐哈尔市富拉尔基区红宝石办事处厂前路9号,-,-,黑龙江省齐齐哈尔市富拉尔基区铁西厂前路9号中国第一重型机械股份公司董事会办公室,685778.29,0.00,20250902,0.00,-,685778.29,685778.29,0.00,主板A股
Sichuan Express,1,1,四川成渝,601107,四川省,-,795,四川成渝,四川省,Sichuan Expressway Company Limited,四川成渝,2,-,4,20090727,G,   D  F  N          ,交通运输、仓储和邮政业,601107,四川成渝高速公路股份有限公司,20090727,510000,-,028-85527109,N,   D  F  N          ,罗祖义                        ,-,主板A,Y,-,上市,-,54,610041,四川成渝,否,cygsqz@163.com,道路运输业,香港,否,-,510100,-,-,姚建成,Sichuan Expressway Company Limited,四川省成都市武侯祠大街252号,-,-,四川省成都市武侯祠大街252号,216274.00,0.00,20250902,0.00,-,216274.00,216274.00,0.00,主板A股
CAITONG SECURITIES,1,1,财通证券,601108,浙江省,-,796,财通证券,浙江省,"CAITONG SECURITIES CO.,LTD",财通证券,2,-,4,20171024,J,   D  F  N          ,金融业,601108,财通证券股份有限公司,20171024,330000,-,0571-87821312,N,   D  F  N          ,章启诚                        ,-,主板A,Y,-,上市,113043,67,310007,财通证券,否,ir@ctsec.com,资本市场服务,-,-,113043,330100,-,财通转债,官勇华,"CAITONG SECURITIES CO.,LTD",浙江省杭州市西湖区天目山路198号财通双冠大厦西楼,-,财通转债,浙江省杭州市西湖区天目山路198号财通双冠大厦西楼,464376.22,0.00,20250902,0.00,-,464376.22,464376.22,0.00,主板A股
AIR CHINA,1,1,中国国航,601111,北京市,-,797,中国国航,北京市,Air China Limited,中国国航,2,-,4,20060818,G,   D  F  N          ,交通运输、仓储和邮政业,601111,中国国际航空股份有限公司,20060818,110000,-,010-61462560,N,   D  F  N          ,中国航空集团公司              ,-,主板A,Y,-,上市,-,56,101312,中国国航,是,ir@airchina.com,航空运输业,香港、伦敦、日本,是,-,110000,-,-,肖烽,Air China Limited,北京市顺义区天柱路30号院1号楼1至9层101,-,-,中国北京市顺义区天竺经济开发区天柱路30号,1249281.03,85470.09,20250902,0.00,-,1163810.95,1163810.95,0.00,主板A股
HUADING NYLON,1,1,华鼎股份,601113,浙江省,-,798,华鼎股份,浙江省,"Yiwu Huading Nylon Co.,Ltd.",华鼎股份,2,-,4,20110509,F,   D  F  N          ,批发和零售业,601113,义乌华鼎锦纶股份有限公司,20110509,330000,-,0579-85261479,N,   D  F  N          ,郑期中                        ,-,主板A,Y,-,上市,-,52,322000,华鼎股份,否,zq@hdnylon.com,零售业,-,否,-,330700,-,-,张益惠,"Yiwu Huading Nylon Co.,Ltd.",浙江省义乌市北苑街道雪峰西路751号,-,-,义乌市北苑街道雪峰西路751号,110415.22,0.00,20250902,0.00,-,110415.22,110415.22,0.00,主板A股
SANJIANGSHOPPINGCLUB,1,1,三江购物,601116,浙江省,-,799,三江购物,浙江省,"SANJIANG SHOPPING CLUB CO.,LTD.",三江购物,2,-,4,20110302,F,   D  F  N          ,批发和零售业,601116,三江购物俱乐部股份有限公司,20110302,330000,-,0574-83886893,N,   D  F  N          ,陈念慈                        ,-,主板A,Y,-,上市,-,52,315010,三江购物,否,investors@sanjiang.com,零售业,-,否,-,330200,-,-,俞贵国,"SANJIANG SHOPPING CLUB CO.,LTD.",浙江省宁波市大榭开发区邻里中心,-,-,宁波市海曙区环城西路北段197号,54767.84,0.00,20250902,0.00,-,54767.84,54767.84,0.00,主板A股
CNCEC,1,1,中国化学,601117,北京市,-,800,中国化学,北京市,"CHINA NATIONAL CHEMICAL ENGINEERING CO.,LTD.",中国化学,2,-,4,20100107,E,   D  F  N          ,建筑业,601117,中国化学工程股份有限公司,20100107,110000,-,010-59765697,N,   D  F  N          ,莫鼎革                        ,-,主板A,Y,-,上市,-,48,100007,中国化学,是,zhuzhh@cncec.com.cn,土木工程建筑业,-,否,-,110000,-,-,朱今风,"CHINA NATIONAL CHEMICAL ENGINEERING CO.,LTD.",北京市东城区东直门内大街2号,-,-,北京市东城区东直门内大街2号,610687.74,3729.66,20250902,0.00,-,606958.08,606958.08,0.00,主板A股
HAINAN RUBBER GROUP,1,1,海南橡胶,601118,海南省,-,801,海南橡胶,海南省,"China Hainan Rubber Industry Group Co., Ltd.",海南橡胶,2,-,4,20110107,A,   D  F  N          ,农、林、牧、渔业,601118,海南天然橡胶产业集团股份有限公司,20110107,460000,-,0898-31669317,N,   D  F  N          ,王宏向                        ,-,主板A,Y,-,上市,-,01,570105,海南橡胶,否,info@hirub.cn,农业,-,否,-,460100,-,-,梅继林,"China Hainan Rubber Industry Group Co., Ltd.",海南省海口市龙华区滨海大道103号财富广场4楼,-,-,海南省海口市滨海大道103号财富广场四楼,427942.78,0.00,20250902,0.00,-,427942.78,427942.78,0.00,主板A股
BAODI MINING,1,1,宝地矿业,601121,新疆维吾尔自治区,-,802,宝地矿业,新疆维吾尔自治区,"XINJIANG BAODI MINING CO., LTD.",宝地矿业,2,-,4,20230310,B,   D  F  N          ,采矿业,601121,新疆宝地矿业股份有限公司,20230310,650000,-,0991-4850667,N,   D  F  N          ,高伟                          ,-,主板A,Y,-,上市,-,08,830000,宝地矿业,-,touzizhe@bdky.com.cn,黑色金属矿采选业,-,-,-,650100,-,-,王江朋,"XINJIANG BAODI MINING CO., LTD.",新疆维吾尔自治区乌鲁木齐市沙依巴克区克拉玛依东街390号深圳城大厦15楼,-,-,新疆乌鲁木齐沙依巴克区克拉玛依东街390号深圳城大厦15楼,80000.00,42000.00,20250902,0.00,-,38000.00,38000.00,0.00,主板A股
SIFANG,1,1,四方股份,601126,北京市,-,803,四方股份,北京市,"BEIJING SIFANG AUTOMATION CO.,LTD.",四方股份,2,-,4,20101231,C,   D  F  N          ,制造业,601126,北京四方继保自动化股份有限公司,20101231,110000,-,010-62961515,N,   D  F  N          ,高秀环                        ,-,主板A,Y,-,上市,-,38,100085,四方股份,否,ir@sf-auto.com,电气机械和器材制造业,-,否,-,110000,-,-,钱进文,"BEIJING SIFANG AUTOMATION CO.,LTD.",北京市海淀区上地信息产业基地四街9号,-,-,北京市海淀区上地四街九号,83326.80,1441.43,20250902,0.00,-,81885.37,81885.37,0.00,主板A股
SERES,1,1,赛力斯,601127,重庆市,-,804,赛力斯,重庆市,"SERES GROUP CO.,LTD.",赛力斯,2,-,4,20160615,C,   D  F  N          ,制造业,601127,赛力斯集团股份有限公司,20160615,500000,-,023-65179666,N,   D  F  N          ,张正萍                        ,-,主板A,Y,-,上市,113016,36,401335,赛力斯,是,601127@seres.cn,汽车制造业,-,否,-,500000,-,小康转债,申薇,"SERES GROUP CO.,LTD.",重庆市沙坪坝区五云湖路7号,-,-,重庆市沙坪坝区五云湖路7号,163336.61,12358.39,20250902,0.00,-,150978.22,150978.22,0.00,主板A股
CHANGSHU BANK,1,1,常熟银行,601128,江苏省,-,805,常熟银行,江苏省,"Jiangsu Changshu Rural Commercial Bank Co.,Ltd.",常熟银行,2,-,4,20160930,J,   D  F  N          ,金融业,601128,江苏常熟农村商业银行股份有限公司,20160930,320000,-,0512-51601128,N,   D  F  N          ,薛文                          ,-,主板A,Y,-,上市,"191018,113062",66,215500,常熟银行,-,601128@csrcbank.com,货币金融服务,-,否,113062,320500,-,"常熟转股,常银转债",唐志锋,"Jiangsu Changshu Rural Commercial Bank Co.,Ltd.",江苏省常熟市新世纪大道58号,-,常银转债,江苏省常熟市新世纪大道58号,331651.44,0.00,20250902,0.00,-,331651.44,331651.44,0.00,主板A股
BOTH,1,1,柏诚股份,601133,江苏省,-,806,柏诚股份,江苏省,"BOTH ENGINEERING TECHNOLOGY CO.,LTD.",柏诚系统股份公司,2,-,4,20230410,E,   D  F  NY         ,建筑业,601133,柏诚系统科技股份有限公司,20230410,320000,-,0510-85161217,N,   D  F  NY         ,过建廷                        ,-,主板A,Y,-,上市,-,49,214072,柏诚股份,-,bothsecurities@jsboth.com,建筑安装业,-,-,-,320200,-,-,陈映旭,"BOTH ENGINEERING TECHNOLOGY CO.,LTD.",江苏省无锡市隐秀路800-2101,-,-,江苏省无锡市滨湖区隐秀路800-2101,52801.84,37863.17,20250902,0.00,-,14938.67,14938.67,0.00,主板A股
CAPITAL SECURITIES,1,1,首创证券,601136,北京市,-,807,首创证券,北京市,CAPITAL SECURITIES CORPORATION LIMITED,首创证券,2,-,4,20221222,J,   D  F  N          ,金融业,601136,首创证券股份有限公司,20221222,110000,-,010-84976608,N,   D  F  N          ,毕劲松                        ,-,主板A,Y,-,上市,-,67,100029,首创证券,是,pr@sczq.com.cn,资本市场服务,-,-,-,110000,-,-,何峰,CAPITAL SECURITIES CORPORATION LIMITED,北京市朝阳区安定路5号院13号楼A座11-21层,-,-,北京市朝阳区安定路5号院13号楼A座11-21层,273333.38,225185.00,20250902,0.00,-,48148.38,48148.38,0.00,主板A股
BAMC,1,1,博威合金,601137,浙江省,-,808,博威合金,浙江省,Ningbo Boway Alloy Material Company Limited,博威合金,2,-,4,20110127,C,   D  F  N          ,制造业,601137,宁波博威合金材料股份有限公司,20110127,330000,-,0574-82829383,N,   D  F  N          ,谢识才                        ,-,主板A,Y,-,上市,"191031,113069",32,315135,博威合金,否,yongsheng.wang@bowayalloy.com,有色金属冶炼和压延加工业,-,否,113069,330200,-,"博威转股,博23转债",王永生,Ningbo Boway Alloy Material Company Limited,浙江省宁波市鄞州区云龙镇太平桥,-,博23转债,浙江省宁波市鄞州区云龙镇前后陈村博威大厦6F,82158.84,96.00,20250902,0.00,-,82062.84,82062.84,0.00,主板A股
FII,1,1,工业富联,601138,广东省,-,809,工业富联,广东省,"Foxconn Industrial Internet Co.,Ltd.",工业富联,2,-,4,20180608,C,   D  F  N          ,制造业,601138,富士康工业互联网股份有限公司,20180608,440000,-,0755-33855777,N,   D  F  N          ,郑弘孟                        ,-,主板A,Y,-,上市,-,39,518109,工业富联,是,ir@fii-foxconn.com,计算机、通信和其他电子设备制造业,-,-,-,440300,-,-,刘宗长,"Foxconn Industrial Internet Co.,Ltd.",广东省深圳市龙华区龙华街道东环二路二号富士康科技园C1栋二层,-,-,深圳市龙华区龙华街道东环二路二号富士康科技园C1栋二层,1985946.93,128.55,20250902,0.00,-,1985818.38,1985818.38,0.00,主板A股
SGC,1,1,深圳燃气,601139,广东省,-,810,深圳燃气,广东省,Shenzhen Gas Corporation Ltd.,深圳燃气,2,-,4,20091225,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,601139,深圳市燃气集团股份有限公司,20091225,440000,-,075583601139,N,   D  F  N          ,王文杰                        ,-,主板A,Y,-,上市,"191006,113067",45,518049,深圳燃气,否,xgq@szgas.com.cn,燃气生产和供应业,-,否,113067,440300,-,"深燃转股,燃23转债",杨玺,Shenzhen Gas Corporation Ltd.,广东省深圳市福田区梅坳一路268号,-,燃23转债,深圳市福田区梅坳一路268号深燃大厦,287674.15,0.00,20250902,0.00,-,287674.15,287674.15,0.00,主板A股
SEAZEN,1,1,新城控股,601155,江苏省,-,811,新城控股,江苏省,"Seazen Holdings Co.,Ltd",新城控股,2,-,4,20151204,K,   D  F  N          ,房地产业,601155,新城控股集团股份有限公司,20151204,320000,-,021-32522907,N,   D  F  N          ,王晓松                        ,-,主板A,Y,-,上市,-,70,200062,新城控股,否,xckg@xinchengkonggu.com,房地产业,-,否,-,320400,-,-,李峰,"Seazen Holdings Co.,Ltd",江苏省常州市武进高新区西湖路1号,-,-,上海市普陀区中江路388弄6号新城控股大厦A座17楼,225562.29,0.00,20250902,0.00,-,225562.29,225562.29,0.00,主板A股
EAL,1,1,东航物流,601156,上海市,-,812,东航物流,上海市,"EASTERN AIR LOGISTICS CO., LTD.",东航物流,2,-,4,20210609,G,   D  F  N          ,交通运输、仓储和邮政业,601156,东方航空物流股份有限公司,20210609,310000,-,021-22365112,N,   D  F  N          ,郭丽君                        ,-,主板A,Y,-,上市,-,56,201207,东航物流,-,EAL-IR@ceair.com,航空运输业,-,-,-,310000,-,-,万巍,"EASTERN AIR LOGISTICS CO., LTD.",上海市浦东机场机场大道66号,-,-,上海市长宁区空港六路199号,158755.56,64296.00,20250902,0.00,-,94459.56,94459.56,0.00,主板A股
CHONGQING WATER,1,1,重庆水务,601158,重庆市,-,813,重庆水务,重庆市,"Chongqing Water Group Co.,Ltd.",重庆水务,2,-,4,20100329,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,601158,重庆水务集团股份有限公司,20100329,500000,-,023-63860827,N,   D  F  N          , 郑如彬                       ,-,主板A,Y,-,上市,113070,46,400015,重庆水务,否,cqsw601158@126.com,水的生产和供应业,-,否,113070,500000,-,渝水转债,郭剑,"Chongqing Water Group Co.,Ltd.",重庆市渝中区龙家湾1号,-,渝水转债,重庆市渝中区龙家湾1号,480002.12,0.00,20250902,0.00,-,480002.12,480002.12,0.00,主板A股
TFSECURITIES,1,1,天风证券,601162,湖北省,-,814,天风证券,湖北省,"TIANFENG SECURITIES CO.,LTD.",天风证券,2,-,4,20181019,J,   D  F  N          ,金融业,601162,天风证券股份有限公司,20181019,420000,-,027-87618867,N,   D  F  N          ,庞介民                        ,-,主板A,Y,-,上市,-,67,430071,天风证券,否,dongban@tfzq.com,资本市场服务,-,-,-,420100,-,-,诸培宁,"TIANFENG SECURITIES CO.,LTD.",湖北省武汉市东湖新技术开发区高新大道446号天风证券大厦20层,-,-,湖北省武汉市武昌区中北路217号天风大厦2号楼,1014177.22,147601.48,20250902,0.00,-,866575.75,866575.75,0.00,主板A股
TRIANGLE TYRE,1,1,三角轮胎,601163,山东省,-,815,三角轮胎,山东省,"Triangle Tyre Co.,Ltd",三角轮胎,2,-,4,20160909,C,   D  F  N          ,制造业,601163,三角轮胎股份有限公司,20160909,370000,-,0631-5305527,N,   D  F  N          ,丁木                          ,-,主板A,Y,-,上市,-,29,264200,三角轮胎,否,jqgc@triangle.com.cn,橡胶和塑料制品业,-,否,-,371000,-,-,钟丹芳,"Triangle Tyre Co.,Ltd",山东省威海市青岛中路56号,-,-,山东省威海市环翠区青岛中路56号,80000.00,0.00,20250902,0.00,-,80000.00,80000.00,0.00,主板A股
INDUSTRIAL BANK,1,1,兴业银行,601166,福建省,-,816,兴业银行,福建省,"Industrial Bank Co.,Ltd.",兴业银行,2,-,4,20070205,J,   D  F  N          ,金融业,601166,兴业银行股份有限公司,20070205,350000,-,0591-87824863,N,   D  F  N          ,吕家进                        ,-,主板A,Y,-,上市,113052,66,350014,兴业银行,是,irm@cib.com.cn,货币金融服务,-,否,113052,350100,-,兴业转债,夏维淳,"Industrial Bank Co.,Ltd.",福建省福州市台江区江滨中大道398号兴业银行大厦,-,兴业转债,福建省福州市台江区江滨中大道398号兴业银行大厦,2116284.65,0.00,20250902,0.00,-,2116284.65,2116284.65,0.00,主板A股
WESTERN MINING,1,1,西部矿业,601168,青海省,-,817,西部矿业,青海省,"Western Mining Co.,Ltd.",西部矿业,2,-,4,20070712,B,   D  F  N          ,采矿业,601168,西部矿业股份有限公司,20070712,630000,-,0971-6108188,N,   D  F  N          ,王海丰                        ,-,主板A,Y,-,上市,-,09,810001,西部矿业,否,wm@westmining.com,有色金属矿采选业,-,否,-,630100,-,-,王伟,"Western Mining Co.,Ltd.",青海省西宁市海湖新区文逸路4号西矿海湖商务中心1号楼,-,-,青海省西宁市海湖新区文逸路4号西矿海湖商务中心,238300.00,0.00,20250902,0.00,-,238300.00,238300.00,0.00,主板A股
